Source	Target	Type	Citation
CHD4	RNF8	Unknown	22531782
CHD8	BRCA1	Unknown	16949368
CHD8	CCNE2	1	19255092
CHD8	HOXA2	Unknown	20085832
CHD8	MYC	Unknown	16949368
CHD8	TYMS	Unknown	19255092
CIITA	COL1A1	2	16439692
CIITA	COL1A2	2	16439692
CIITA	COL1A2	Unknown	15247294
CIITA	CREBBP	Unknown	9858618
CIITA	FASLG	Unknown	14563113
CIITA	HLA-A	1	10329350
CIITA	HLA-B	1	11053628
CIITA	HLA-C	1	11053628
CIITA	HLA-DMA	1	9300700
CIITA	HLA-DMA	Unknown	7495736
CIITA	HLA-DMB	1	9300700;9600954
CIITA	HLA-DMB	Unknown	11332992;11889043;7495736
CIITA	HLA-DOA	1	11823510
CIITA	HLA-DOB	1	11823510
CIITA	HLA-DPB1	Unknown	11889043
CIITA	HLA-DQB1	Unknown	11332992
CIITA	HLA-DRA	1	9600954
CIITA	HLA-DRA	Unknown	10886240;11429551;11889043;9300692
CIITA	HLA-DRB1	Unknown	10886240
CIITA	HLA-DRB3	Unknown	10886240
CIITA	HLA-DRB4	Unknown	10886240
CIITA	HLA-DRB5	Unknown	10886240
CIITA	HLA-F	Unknown	11137213
CIITA	HLA-G	Unknown	11137218
CIITA	IL4	1	10946277
CIITA	IL4	2	10946277;17645498
CIITA	IRF1	Unknown	12052885;15950283
CIITA	IRF2	Unknown	15950283
CIITA	MMP9	2	15247301
CIITA	PLXNA1	Unknown	15814328
CIITA	PSMC5	1	22771340
CIITA	RAB4B	Unknown	17175541
CIITA	S100A4	2	17143014
CIITA	SIRT1	2	22064865
CIITA	SLC26A3	Unknown	9300700
CIITA	STAT1	Unknown	12052885
CITED2	MMP1	2	12960175
CITED2	MMP13	2	12960175
CLOCK	BHLHE40	1	19032342
CLOCK	BHLHE41	1	14672706
CLOCK	CRY1	1	22750052
CLOCK	CRY1	Unknown	17660446
CLOCK	CRY2	1	22750052
CLOCK	CRY2	Unknown	17660446
CLOCK	Dec-01	1	14672706
CLOCK	KAT5	Unknown	18458078
CLOCK	NAMPT	1	19299583
CLOCK	NR0B2	1	20674862
CLOCK	NR3C1	2	21164265
CLOCK	PER1	1	17994337;22750052
CLOCK	PER1	Unknown	17660446;20551151;21479263
CLOCK	PER2	1	22750052
CLOCK	PER2	Unknown	17660446
CLOCK	PER3	1	22750052
CLOCK	STAR	1	17431006
CLOCK	TPO	Unknown	22284746
CNBP	MYC	Unknown	23774591
CNOT7	MSMB	Unknown	15937477
CNOT7	PMP22	Unknown	15937477
CNOT8	MSMB	Unknown	15937477
CNOT8	PMP22	Unknown	15937477
COPS5	CDKN1B	2	16951171
COPS5	VEGFA	1	12542982
CRABP2	RARA	1	16166294
CREB1	ACACA	1	19842072
CREB1	ADRA1A	Unknown	10520459
CREB1	AQP3	Unknown	18495115
CREB1	AR	Unknown	15994978;21457548
CREB1	BCL2	1	17290286
CREB1	BCL2	Unknown	10542244;19626458
CREB1	BCL2L11	Unknown	20367563
CREB1	BDKRB1	Unknown	10842322
CREB1	BDKRB2	Unknown	15632413
CREB1	BDNF	1	11719924
CREB1	CASP8	1	18342014
CREB1	CCK	Unknown	15030385;15073527
CREB1	CCL5	Unknown	11413310
CREB1	CD4	Unknown	9765424
CREB1	CGA	Unknown	10341006
CREB1	CRTC1	Unknown	17334997
CREB1	CXCR4	Unknown	11874984
CREB1	CYP11A1	Unknown	11057754
CREB1	CYP11B1	Unknown	11196473
CREB1	CYP11B2	Unknown	11196473
CREB1	CYP17A1	Unknown	2543297
CREB1	CYP19A1	1	15955695;16740737
CREB1	ERBB2	Unknown	10698518
CREB1	ETV3	1	14754893
CREB1	FLT1	Unknown	7499271
CREB1	FOS	Unknown	12432566
CREB1	FOXA1	Unknown	22577344
CREB1	GABPA	Unknown	10585419
CREB1	GRPR	1	18483184
CREB1	GSK3A	Unknown	11579131
CREB1	GSK3B	Unknown	11579131
CREB1	HLA-DOB	Unknown	12938212
CREB1	HLA-DQB1	Unknown	1324879
CREB1	HMOX1	2	14523007
CREB1	HPGD	Unknown	10650939
CREB1	IFNG	1	20006311;20685939
CREB1	IFNG	2	11907114
CREB1	IFNG	Unknown	7759501
CREB1	IL10	1	10540320;22140263
CREB1	IL10	Unknown	17202341
CREB1	IL2	Unknown	8814256
CREB1	IL5RA	Unknown	9742933
CREB1	IL6	1	8725624
CREB1	JUN	2	8647095
CREB1	JUN	Unknown	10403485
CREB1	LAPTM4B	Unknown	23469012
CREB1	LYL1	1	23000483
CREB1	MC2R	1	17712720
CREB1	MITF	1	19937254
CREB1	MMP2	Unknown	10506168
CREB1	MSMB	Unknown	9704017
CREB1	MUC4	1	19757157
CREB1	MUC4	Unknown	11418607
CREB1	MUC5AC	1	18676374
CREB1	NDC80	1	17822787
CREB1	NF1	Unknown	10435592
CREB1	NMNAT2	Unknown	22027994
CREB1	NOLC1	1	21266110
CREB1	NPY	Unknown	12967770
CREB1	NR2F1	2	15955695
CREB1	NR2F6	2	15955695
CREB1	NR4A3	Unknown	10701778
CREB1	NR5A2	1	18191017
CREB1	NRF1	Unknown	20587593
CREB1	NTS	Unknown	7791794
CREB1	ODC1	Unknown	1356108
CREB1	PCSK1	1	8999965
CREB1	PLAT	2	8647095
CREB1	PLAU	Unknown	11776974
CREB1	POLD2	Unknown	10978529
CREB1	PPM1D	Unknown	19015127
CREB1	PPP2CA	1	17526027
CREB1	PPP2R2B	1	20533062
CREB1	PRL	Unknown	17187171
CREB1	PSEN1	1	11116137
CREB1	PTGES	Unknown	20688046
CREB1	PTGS2	1	22919060
CREB1	RP1	Unknown	11593399
CREB1	RRM2B	Unknown	11978967
CREB1	SLC19A1	Unknown	11078737
CREB1	SLC20A1	1	11722845
CREB1	SLC22A8	Unknown	16809478
CREB1	SLC39A1	Unknown	19026724
CREB1	SMAD6	1	14755548
CREB1	SNAI1	2	15955695
CREB1	SNAI2	2	15955695
CREB1	SOX9	Unknown	17289023
CREB1	SPRY2	Unknown	14644509
CREB1	STMN1	Unknown	23000483
CREB1	TH	Unknown	11108136
CREB1	TLR9	Unknown	15294971
CREB1	TRH	Unknown	11134186;9827656
CREB1	UXT	1	17761951
CREB1	VIP	Unknown	1847391
CREB1	XPC	Unknown	21507255
CREB3	CXCR4	1	20473547
CREB3L1	SLC1A4	2	17617614
CREB3L4	DNAJC12	Unknown	24122553
CREB5	ATP6V0E1	1	21132541
CREB5	CFB	1	21132541
CREB5	DGKG	1	21132541
CREB5	DGKG	2	21132541
CREB5	LGALS3BP	2	21132541
CREB5	LY96	2	21132541
CREB5	MAPKAPK3	1	21132541
CREB5	MX1	1	21132541
CREB5	RASGRP3	2	21132541
CREB5	RDX	2	21132541
CREB5	STAT1	2	21132541
CREB5	TGFBR3	1	21132541
CREB5	TNFRSF11B	2	21132541
CREBBP	ALOX15	1	12517954
CREBBP	BRCA1	Unknown	23285190
CREBBP	CCK	Unknown	15030385
CREBBP	CDKN1A	1	15286705
CREBBP	CREB1	1	19564345
CREBBP	CSF2	Unknown	20439113
CREBBP	EGFR	Unknown	21464950
CREBBP	EP300	Unknown	15154850
CREBBP	EZH2	Unknown	25088689
CREBBP	HINFP	1	17826007
CREBBP	HOXA10	1	16849538
CREBBP	HOXA9	1	16849538
CREBBP	IL4	1	10946277
CREBBP	INSM1	1	17300785
CREBBP	IRF1	1	18497060
CREBBP	PCK2	Unknown	10085123;11997389
CREBBP	PPARA	Unknown	10542237
CREBBP	PSMC5	1	22771340
CREBBP	PTGS2	Unknown	11278336
CREBBP	RAD51	Unknown	23285190
CREBBP	RARA	Unknown	21110951
CREBBP	RS1	Unknown	18927113
CREBBP	S100A4	Unknown	17143014
CREBBP	TP53	Unknown	15154850
CREBBP	TRIM22	Unknown	23670564
CREG1	HSPA4	2	9710587
CREM	ACE	1	8901568
CREM	ACR	Unknown	11500964
CREM	FHL5	Unknown	16687568
CREM	CCL4	2	16443828
CREM	CCNA1	Unknown	7760825
CREM	CCNA2	2	9280058
CREM	CD247	2	16237091
CREM	CREB1	2	11988318
CREM	DUSP1	2	21325296
CREM	DUSP4	2	21325296
CREM	FASLG	2	11754361
CREM	FOS	2	21757709
CREM	G6PD	2	17273168
CREM	GPX4	Unknown	15225122
CREM	IL2	2	15841182
CREM	IL2	Unknown	12370343
CREM	IL5RA	Unknown	9742933
CREM	LDHC	Unknown	9510963
CREM	MC2R	1	17712720
CREM	MC2R	2	17712720
CREM	PLAT	Unknown	9851700
CREM	SLC5A5	1	18202121
CREM	SLC5A5	2	22510021
CREM	STAR	Unknown	19150388;22253417
CREM	TAF4	Unknown	10409662
CREM	TBP	Unknown	10409662
CREM	TH	Unknown	11108136
CREM	ZAP70	Unknown	16237091
CREB1	IBSP	Unknown	23485603
CRTC1	PPARGC1A	1	10893434
CRX	BEST1	1	18849347
CRX	NR2E3	1	18294621
CRX	RBP3	1	12409453
CRX	RBP3	2	15277472
CRX	RBP3	Unknown	11934446
CRX	RHO	2	15277472
CRX	RS1	1	18927113
CTBP1	BRCA1	2	20818429
CTBP1	BRCA2	2	18765668
CTBP1	CLDN7	2	19277896
CTBP1	KRT18	Unknown	15831101
CTCF	ANG	Unknown	24659782
CTCF	APP	1	11706010;9407128
CTCF	APP	2	11706010
CTCF	ASAP2	Unknown	23999061
CTCF	ATXN7	Unknown	21689595
CTCF	BBC3	Unknown	20818159
CTCF	BCL6	2	20733034
CTCF	BRCA1	Unknown	19466541;24725430
CTCF	CCND1	Unknown	18625744
CTCF	CELSR3	Unknown	25113559
CTCF	CSF2	Unknown	19158269
CTCF	DMPK	Unknown	11479593
CTCF	ETNK2	Unknown	18632798
CTCF	H19	Unknown	11431321;14654216;16391843;18458536;19209620;19584898;20966046;24725430
CTCF	PBXIP1	Unknown	22187427
CTCF	IGF2	Unknown	18458536;20966046;21536749;24725430
CTCF	IPO13	Unknown	23620300
CTCF	IRAK2	Unknown	15670593
CTCF	MEG3	Unknown	16331412
CTCF	MYC	1	19568426
CTCF	MYC	2	12032779;12524457
CTCF	MYC	Unknown	24725430;9591631
CTCF	NANOG	Unknown	22879976
CTCF	NF1	Unknown	21111075
CTCF	PAX6	1	16723452
CTCF	PAX6	2	16723452
CTCF	PAX6	Unknown	15096508;17122106
CTCF	PBXIP1	Unknown	22187427
CTCF	PTPRG	Unknown	21150880
CTCF	RAD21	Unknown	19826084
CTCF	RARRES1	1	22615834
CTCF	RBL2	Unknown	21325284
CTCF	SIX5	Unknown	11479593
CTCF	SLC6A4	Unknown	15229244;17360901;21309950;23765727
CTCF	TERT	2	16326864;19914212
CTCF	WT1	Unknown	24534946
CTCFL	BAG1	1	18413740
CTNNB1	AR	Unknown	16141201
CTNNB1	BIRC5	Unknown	19662654;19778454
CTNNB1	CCND1	1	17109766;20300972
CTNNB1	CCND1	2	16628468
CTNNB1	CCND1	Unknown	18679417;19662654;19778454
CTNNB1	CD44	Unknown	17724465
CTNNB1	CHGA	Unknown	21551321
CTNNB1	CLDN2	1	14751232
CTNNB1	FST	Unknown	24667650
CTNNB1	GLCE	Unknown	22805760
CTNNB1	GLI2	Unknown	19797115
CTNNB1	JUN	1	20300972
CTNNB1	JUN	Unknown	19671687
CTNNB1	MMP14	1	21517265
CTNNB1	MMP7	1	11158322;15000152
CTNNB1	MYC	1	20300972;21533051
CTNNB1	MYC	Unknown	17724465;18679417;19662654;19778454
CTNNB1	NCOA2	Unknown	16141201
CTNNB1	NRCAM	Unknown	17724465
CTNNB1	PLD1	1	20442281
CTNNB1	PPARD	Unknown	17724465
CTNNB1	PTGS2	Unknown	11396184
CTNNB1	RB1	2	16628468
CTNNB1	STARD7	1	21622533
CTNNB1	TCF7	Unknown	17724465
CTNNB1	VIM	1	12750294
CTNNBIP1	GLI2	Unknown	19797115
CTNNBIP1	MMP14	Unknown	14639622
CTNNBIP1	STMN2	Unknown	16712787
CUX1	CDKN1B	Unknown	19332113
CUX1	CFTR	Unknown	10075672
CUX1	CR2	Unknown	19487031
CUX1	CYBB	1	14605447
CUX1	ECT2	Unknown	21886810
CUX1	FTO	Unknown	23341774
CUX1	RACGAP1	Unknown	21886810
CUX1	WNT5A	1	17227781;23359789
DACH1	FOS	2	17182846
DACH1	PELP1	Unknown	19605405
DACH1	TNFSF11	2	17891780
DAXX	AIRE	2	20185822
DBP	ACKR1	Unknown	22122911
DBP	ALDOB	1	8383844
DBP	CYP3A4	1	18004209
DBP	CYP7A1	1	8617210
DDB1	CDKN2A	Unknown	19208841
DDB2	BCL2	2	20013802
DDB2	SOD2	2	18431487
DDB2	XPA	Unknown	24953096
DDIT3	ANKRD1	2	19299913
DDIT3	ASNS	2	18940792
DDIT3	ATF2	2	16164412
DDIT3	ATF5	2	16164412
DDIT3	ATG5	1	20038797
DDIT3	CDK2	Unknown	20017906
DDIT3	CEBPA	2	21983012
DDIT3	CXCL8	Unknown	18772138
DDIT3	IL6	1	12706815
DDIT3	MAP1LC3B	1	20038797
DDIT3	MCL1	Unknown	22253918
DDIT3	NOS3	2	22265908
DDIT3	RTN3	1	17191123
DDIT3	SIRT1	2	21801305
DDIT3	SIRT2	2	21801305
DDIT3	TF	Unknown	12939601
DDIT3	TNFRSF10B	1	15322075;15994939;18593935;18794136;21044953;21726997;21941003
DDIT3	TNFRSF10B	2	18172319;21941003
DDIT3	TNFRSF10B	Unknown	20157774;22328338
DDIT3	TRIB3	1	15775988;18940792
DDX5	H19	Unknown	20966046
DDX5	IGF2	Unknown	20966046
DEAF1	GDF5	Unknown	24861163
DEAF1	HTR1A	2	14507979
DEDD	CFLAR	Unknown	17193921
DEDD	FADD	Unknown	17193921
DEK	BCL2	1	17685435
DEK	BIRC3	Unknown	16829531
DEK	CXCL8	Unknown	16829531
DEK	HLA-DQB1	Unknown	12823858
DEK	PRDX5	2	19229864
DENND4A	ERBB2	2	23421821
DLX3	CGA	1	22446105
DLX4	BRCA1	2	20877436
DLX5	IBSP	1	16000302
DLX5	IBSP	Unknown	23485603
DLX5	IGFBP3	Unknown	17278996
DLX5	IRS2	1	21045156
DLX5	MYC	1	19497851
DMAP1	ATM	Unknown	23318425
DMAP1	BAX	Unknown	24559687
DMAP1	CDKN1A	Unknown	24559687
DMAP1	DNMT1	Unknown	20864525
DNMT1	BAG1	Unknown	18413740
DNMT1	BIRC5	2	17124180
DNMT1	BMP2	2	21551187
DNMT1	CASP8	2	20398055
DNMT1	CDH1	2	18049164
DNMT1	CDH1	Unknown	21846773
DNMT1	CDKN2A	2	17934516
DNMT1	CDKN2A	Unknown	17490527
DNMT1	CDKN2B	Unknown	19545050
DNMT1	CXCR4	2	19932585
DNMT1	EPCAM	Unknown	20940408
DNMT1	ESR1	Unknown	21655924;23242655
DNMT1	GAD1	2	19029285
DNMT1	HDAC1	Unknown	24475290
DNMT1	IL3	2	15735013
DNMT1	IL32	2	20889550
DNMT1	KIR2DL3	Unknown	19628706
DNMT1	MBD2	2	15618232
DNMT1	MGMT	Unknown	18555750
DNMT1	MSH2	1	16473673
DNMT1	PROM1	Unknown	20196115
DNMT1	RASSF1	Unknown	24247422
DNMT1	RB1	2	17934516
DNMT1	RELN	2	19029285
DNMT1	RGS10	Unknown	24475290
DNMT1	RUNX3	Unknown	22274925
DNMT1	SFRP1	Unknown	23770846;24374650
DNMT1	SFRP5	Unknown	24374650
DNMT1	TERT	1	19914212
DNMT1	TIMP3	2	22982189
DNMT1	TNFRSF10B	2	20398055
DNMT1	TP53	Unknown	24006445
DNMT1	VEGFA	1	17934516
DNMT3A	CDH6	2	19070387
DNMT3A	CDKN1A	Unknown	24957603
DNMT3A	CDKN2A	Unknown	17490527
DNMT3A	IGFBP3	2	19070387
DNMT3A	JUP	Unknown	17998942
DNMT3A	POU5F1	Unknown	22867868
DNMT3A	SETDB1	Unknown	16682412
DNMT3A	SFRP1	Unknown	24374650
DNMT3A	SFRP5	Unknown	24374650
DNMT3L	TDG	2	20428781
DR1	NR1I2	1	18305375
DR1	NR2C2	Unknown	21126370
DR1	PTGS2	1	11840453
DR1	TBP	2	16858867
DR1	TBP	Unknown	8670811
DRAP1	TBP	Unknown	15509807
DUX4	HEY1	1	24278031
E2F1	ABCB1	1	23542036
E2F1	APAF1	1	12149244;12766778;17600109
E2F1	APAF1	Unknown	15972851
E2F1	AR	1	21099103
E2F1	AR	Unknown	22508987
E2F1	ASF1B	1	17328667
E2F1	ATAD2	Unknown	22771493
E2F1	ATG5	1	18408756
E2F1	ATM	1	12527885;22832221
E2F1	ATM	Unknown	23993922
E2F1	AURKA	1	20300951
E2F1	AURKB	Unknown	15033491
E2F1	BBC3	1	17263886
E2F1	BCL2	1	11559537;12679318
E2F1	BIRC5	1	17848598;19102934
E2F1	BIRC5	2	19102934
E2F1	BIRC5	Unknown	23449974
E2F1	BMI1	Unknown	17360938
E2F1	BRCA1	2	20068145
E2F1	BRCA1	Unknown	18660752;19466541;23285190
E2F1	CASP7	1	12766778
E2F1	CCL3	Unknown	17707233
E2F1	CCNB1	Unknown	22508987
E2F1	CCND1	1	20220142;20655656;8618861
E2F1	CCND1	Unknown	19876926;22768064;8137237;9584162
E2F1	CCNE1	1	14618416;20220142;8618861
E2F1	CD2AP	1	22880102
E2F1	CDAN1	Unknown	19336738
E2F1	CDC6	Unknown	18541154
E2F1	CDCA7	1	16580749
E2F1	CDK1	1	14618416
E2F1	CDKN1A	1	10030670
E2F1	CDKN1A	Unknown	16923815
E2F1	CDKN1C	Unknown	20106982
E2F1	CDKN2A	1	11705881;12695664;12766778;15716352;22621932
E2F1	CHEK1	Unknown	18660752
E2F1	CHEK2	1	15024084
E2F1	CREBBP	Unknown	9238849
E2F1	CTNNBIP1	1	21532622
E2F1	CTSV	Unknown	23542171
E2F1	CUX1	Unknown	18347061
E2F1	DAPK2	1	18521079
E2F1	DBF4	1	18503552
E2F1	DDIT3	Unknown	20971808
E2F1	DHFR	1	14618416
E2F1	DIRAS3	2	16158053;16638845;16757345;17230502
E2F1	DNMT1	2	24502362
E2F1	DOK1	Unknown	23028047
E2F1	DRAM1	1	18408756
E2F1	DROSHA	1	24909689
E2F1	DUSP1	1	17638884
E2F1	E2F1	Unknown	7958836
E2F1	E2F6	1	16107498
E2F1	ECT2	Unknown	21886810
E2F1	ERCC1	1	22159227
E2F1	ERCC5	1	17893230
E2F1	ERICD	2	24168400
E2F1	ETV4	1	18687701
E2F1	FANCA	1	18438432
E2F1	FGFR1	1	19303924
E2F1	FHIT	2	15044096
E2F1	FLT1	Unknown	20516113
E2F1	FMN2	Unknown	23839046
E2F1	FOXM1	1	21518729
E2F1	FSHR	Unknown	11883315
E2F1	FZD1	1	23806799
E2F1	FZD1	Unknown	20051274
E2F1	GINS3	Unknown	17127213
E2F1	H19	1	15985428
E2F1	HIC1	1	19491197
E2F1	HMGA1	1	22389255
E2F1	HSPA5	2	18840615
E2F1	IL1B	Unknown	17707233
E2F1	IL23A	Unknown	17707233
E2F1	IRF3	2	21225257;22464952
E2F1	ISYNA1	1	15464731
E2F1	KDR	Unknown	20516113
E2F1	KIF2C	1	23610368
E2F1	KIF2C	2	18440323
E2F1	KIR3DL1	1	18358829
E2F1	LRBA	1	15064745
E2F1	MAP1LC3A	1	18408756
E2F1	MAP3K5	1	16476732;17287612
E2F1	MAP3K5	Unknown	16512785;19610065
E2F1	MAPK8	Unknown	20800677
E2F1	MCL1	2	11705881
E2F1	MCM5	Unknown	17210690
E2F1	MCM8	Unknown	16325355
E2F1	MCPH1	1	22136275
E2F1	MDM2	2	20837136
E2F1	MEFV	1	20805247
E2F1	MIR202	Unknown	24337320
E2F1	MT1G	1	15735762
E2F1	MUC4	1	22537161
E2F1	MYB	Unknown	8137237
E2F1	MYBL2	1	14618416;16299810
E2F1	MYC	1	11705881
E2F1	MYCN	1	14645238
E2F1	MYH10	Unknown	8931991
E2F1	NELL2	Unknown	23829315
E2F1	NOX4	1	18554521
E2F1	NPAT	1	12665581
E2F1	NRIP1	1	22629304
E2F1	PCNA	1	14618416
E2F1	PCSK6	1	17825503
E2F1	PDK4	2	21625432
E2F1	PEG10	Unknown	18625225
E2F1	PIN1	Unknown	20376080
E2F1	PLK1	1	24076372
E2F1	PNRC2	2	16181749
E2F1	PPARG	1	12110166
E2F1	PPARG	Unknown	20971808
E2F1	PPP1R13B	1	15706352;21479363
E2F1	PTPRO	Unknown	18644370
E2F1	RACGAP1	Unknown	21886810
E2F1	RAD51	Unknown	23285190
E2F1	RASGEF1B	1	18396012
E2F1	RASGRP1	1	18396012
E2F1	RB1	1	8264596
E2F1	RBM38	1	22798430
E2F1	RNF2	Unknown	17873902
E2F1	RPA2	Unknown	11313881
E2F1	RRM1	1	14618416
E2F1	RRM2	1	19416980
E2F1	RRP1B	Unknown	20040599
E2F1	SERPINB5	1	20197383
E2F1	SERPINE1	2	11402043;11559366
E2F1	SIVA1	1	15105421
E2F1	SIVA1	1	15105421
E2F1	SKP2	1	23352642
E2F1	SKP2	Unknown	17483325;20424123;23348237;24574749
E2F1	TERT	1	21411498;22207128
E2F1	TERT	2	21411498;22207128
E2F1	THBS1	1	20976175
E2F1	TLR3	2	22310660
E2F1	TNF	Unknown	17707233
E2F1	TNFSF11	1	18381203
E2F1	TOP2A	1	11313881
E2F1	TP53	1	15706352
E2F1	TP53	2	8557038
E2F1	TP53	Unknown	12625370;21441950;22241525
E2F1	TP53BP2	1	15706352
E2F1	TP53BP2	Unknown	19610065
E2F1	TP53INP1	1	15706352
E2F1	TP73	1	11115495;12766778;17980704
E2F1	TP73	Unknown	11988839;19188449
E2F1	TYMS	1	14618416;9748140
E2F1	TYMS	Unknown	10914714;14679120
E2F1	UHRF1	1	12838312;15361834
E2F1	UHRF1	Unknown	23023523
E2F1	ULK1	1	18408756
E2F1	VEGFA	2	20639906
E2F1	WWOX	2	15044096
E2F1	XRCC1	1	19031698
E2F1	ZNF350	Unknown	22768064
E2F2	CUX1	Unknown	18347061
E2F2	MAP3K5	Unknown	16512785
E2F3	AURKA	1	18776222
E2F3	CCNA2	Unknown	16909110
E2F3	CCNB1	Unknown	17098936
E2F3	CDC6	Unknown	18541154
E2F3	CDK1	Unknown	16909110
E2F3	CDKN1A	1	10030670
E2F3	CUX1	Unknown	18347061
E2F3	ERICD	2	24168400
E2F3	MAP3K5	Unknown	16512785
E2F3	MAPK8	Unknown	20800677
E2F3	PLK1	Unknown	16909110
E2F3	TFE3	Unknown	12748276
E2F3	VEGFA	Unknown	21372519
E2F4	AR	Unknown	22508987
E2F4	AURKB	Unknown	15033491
E2F4	BIRC5	Unknown	18504435
E2F4	BRCA1	1	20818429
E2F4	BRCA1	2	17106239;20133863;21701264;23108140
E2F4	BRCA1	Unknown	17001309
E2F4	CCNB1	Unknown	22508987
E2F4	CCND1	Unknown	9584162
E2F4	CDK2	Unknown	22447046
E2F4	CUX1	Unknown	18347061
E2F4	DIRAS3	2	16158053;16638845;16757345;17230502
E2F4	HCFC1	1	14532282
E2F4	PCLAF	2	23593430
E2F4	LIN54	Unknown	19725879
E2F4	LTBP4	Unknown	23741501
E2F4	MAP3K5	Unknown	16512785
E2F4	MCM10	2	15195143
E2F4	MYC	Unknown	17132729
E2F4	PEG10	Unknown	18625225
E2F4	PLK1	2	17981789
E2F4	PLK4	Unknown	24071582
E2F4	PPARG	2	12110166
E2F4	RAD51	2	20133863;21701264
E2F4	RAD51	Unknown	17001309
E2F4	TOPBP1	2	15195143
E2F4	TTK	2	17981789
E2F5	FSHR	Unknown	11883315
E2F5	LOXL2	Unknown	20012301
E2F5	MYC	Unknown	17132729
E2F6	APAF1	2	17600109
E2F6	BRCA1	Unknown	19466541
E2F6	BRD7	Unknown	16792505
E2F6	CYC1	Unknown	10998368
E2F6	E2F1	2	18562691
E2F6	IL13	Unknown	22981205
E2F6	PCLAF	2	23593430
E2F7	E2F1	2	18202719
E2F8	CCND1	Unknown	20068156
E2F8	E2F1	2	18202719
E4F1	CCNA2	2	15805267
E4F1	CCNA2	Unknown	14645522
EAF1	ELL	1	16006523
EAPP	ABCB1	1	23542036
EAPP	CDKN1A	Unknown	21258403
EAPP	CDKN2A	2	15716352
EAPP	MAOB	2	20980443
EBF1	ATF5	Unknown	20423929
EBF3	CDKN1A	1	19934318
ECD	GCGR	2	22908259
EED	CPEB1	Unknown	23788032
EGF	STAT1	Unknown	11939722
EGR1	ABCB1	1	11488907;7565762
EGR1	ABCB1	Unknown	10392899;10860921
EGR1	ACE	1	12433834
EGR1	ACE	Unknown	14679188
EGR1	ACHE	Unknown	7559515
EGR1	AKR1B1	Unknown	12890669
EGR1	ALOX5	1	9062372
EGR1	ALOX5	2	15517885
EGR1	ALOX5	Unknown	10436859
EGR1	AR	2	15517885
EGR1	ATF3	1	21205742
EGR1	ATF3	Unknown	16489044
EGR1	BCAR1	1	22431919
EGR1	CACNA1H	Unknown	22431737
EGR1	CCND1	1	11502738
EGR1	CCND1	Unknown	20590664
EGR1	CCND2	Unknown	20590664
EGR1	CD28	Unknown	10510368
EGR1	CDK5R1	1	15289351
EGR1	CDKN1A	1	12690110
EGR1	CHGA	1	12456801
EGR1	CXCL8	2	15517885
EGR1	CXCL8	Unknown	19837667
EGR1	CYP2B6	1	18303024
EGR1	DMRT1	Unknown	11870074
EGR1	EAPP	1	18588995
EGR1	EGFR	1	11830539
EGR1	EP300	1	18798221;20414733
EGR1	EP300	Unknown	15635605
EGR1	F3	Unknown	10707957;8576248
EGR1	FAP	1	20515787
EGR1	FAP	2	20515787
EGR1	FAS	2	9300687
EGR1	FASLG	Unknown	14563113
EGR1	FCER2	2	9300687
EGR1	FGF2	1	8702507
EGR1	FLT1	Unknown	10828020
EGR1	FN1	1	15608673;9933644
EGR1	FN1	Unknown	10783396
EGR1	GDF15	1	17715378
EGR1	GDF15	Unknown	14662774
EGR1	GDNF	Unknown	9729303
EGR1	GGPS1	Unknown	21983072
EGR1	HIF1A	1	18506761
EGR1	HPSE	1	15709168;16007175
EGR1	HPSE	Unknown	17656651;20403028
EGR1	HSD11B2	2	15659537
EGR1	HYAL1	1	18718911
EGR1	IFNG	Unknown	8900159
EGR1	IGF2	1	8634146
EGR1	IGF2	Unknown	10606246;11336542;9610618
EGR1	IL2	Unknown	12560487
EGR1	IL2RB	Unknown	9199305
EGR1	IL3	1	8035792
EGR1	IL6	2	15517885
EGR1	IMPDH2	Unknown	7896827
EGR1	KLK3	2	15517885
EGR1	LDLR	1	12235180
EGR1	LDLR	Unknown	12947119
EGR1	LHB	1	10319325
EGR1	LHB	Unknown	19106114
EGR1	LMTK2	1	15289351
EGR1	LTB	Unknown	8786306
EGR1	MMP14	1	17158885
EGR1	MYB	2	7559553
EGR1	NAB2	1	16260776;20506119
EGR1	NFKB1	Unknown	10671503
EGR1	PCSK2	1	9359835
EGR1	PDGFB	1	16092976
EGR1	PDGFC	1	15247255
EGR1	PLAU	1	21283769
EGR1	PLAUR	1	21283769
EGR1	POR	Unknown	10864447
EGR1	PPARG	Unknown	12011097
EGR1	PSEN2	Unknown	14585504
EGR1	PTEN	1	17516844;20514024
EGR1	PTEN	Unknown	20959484
EGR1	PTGES	1	21983014
EGR1	PTGS2	2	15517885
EGR1	PTP4A1	Unknown	9988683
EGR1	RBL2	1	22431919
EGR1	SLC4A2	1	22228178
EGR1	SLC4A2	Unknown	23121767
EGR1	SLC9A3	1	16464174
EGR1	SOD1	1	9867871
EGR1	SOX18	Unknown	20054233
EGR1	SPRY1	Unknown	21826097
EGR1	STIM1	1	20123987
EGR1	STMN1	Unknown	19786090
EGR1	SYN1	1	8195167
EGR1	SYN2	Unknown	7592648
EGR1	TBXA2R	Unknown	18698092
EGR1	TCF4	1	18798221
EGR1	TFPI2	Unknown	12757776
EGR1	TGFBR2	Unknown	10982796
EGR1	TH	Unknown	20124442
EGR1	TMPO	1	19747485
